State,  Time, Number_of _Trial
0 0 0 0 0 0 0 0	0	0
0 0 0 0 0 0 0 0	0.02	2
0 0 0 0 0 0 0 0	0.04	1
0 0 0 0 0 0 0 0	0.06	2
0 0 0 0 0 0 0 0	0.08	1
0 0 0 0 0 0 0 0	0.1	1
0 0 0 0 0 0 0 0	0.12	1
0 0 0 0 0 0 0 0	0.14	2
0 0 0 0 0 0 0 0	0.16	1
0 0 0 0 0 0 0 0	0.18	2
0 0 0 0 0 0 0 0	0.2	1
0 0 0 0 0 0 0 0	0.22	2
0 0 0 0 0 0 0 0	0.24	1
0 0 0 0 0 0 0 0	0.26	2
0 0 0 0 0 0 0 0	0.28	1
0 0 0 0 0 0 0 0	0.3	2
0 0 0 0 0 0 0 0	0.32	2
0 0 0 0 0 0 0 0	0.34	1
0 0 0 0 0 0 0 0	0.36	3
0 0 0 0 0 0 0 0	0.38	2
0 0 0 0 0 0 0 0	0.4	1
0 0 0 0 0 0 0 0	0.42	1
0 0 0 0 0 0 0 0	0.44	1
0 0 0 0 0 0 0 0	0.46	2
0 0 0 0 0 0 0 0	0.48	1
0 0 0 0 0 0 0 0	0.5	1
0 0 0 0 0 0 0 0	0.52	1
0 0 0 0 0 0 0 0	0.54	2
0 0 0 0 0 0 0 0	0.56	1
0 0 0 0 0 0 0 0	0.58	1
0 0 0 0 0 0 0 0	0.6	1
0 0 0 0 0 0 0 0	0.62	1
0 0 0 0 0 0 0 0	0.64	1
0 0 0 0 0 0 0 0	0.66	1
0 0 0 0 0 0 0 0	0.68	1
0 0 0 0 0 0 0 0	0.7	1
0 0 0 0 0 0 0 0	0.72	1
0 0 0 0 0 0 0 0	0.74	1
0 0 0 0 0 0 0 0	0.76	1
0 0 0 0 0 0 0 0	0.78	1
0 0 0 0 0 0 0 0	0.8	1
0 0 0 0 0 0 0 0	0.82	1
0 0 0 0 0 0 0 0	0.84	1
0 0 0 0 0 0 0 0	0.86	1
0 0 0 0 0 0 0 0	0.88	1
0 0 0 0 0 0 0 0	0.9	1
0 0 0 0 0 0 0 0	0.92	1
0 0 0 0 0 0 0 0	0.94	1
0 0 0 0 0 0 0 0	0.96	1
0 0 0 0 0 0 0 0	0.98	1
0 0 0 0 0 0 0 0	1	1
0 0 0 0 1 0 0 0	1.02	1
0.000100017      0.0131      0.0001      0.0131 1 0 0 0	1.04	1
0.000500023      0.0263      0.0005      0.0262 1 0 0 0	1.06	1
0.00120002     0.0395     0.0012     0.0393 1 0 0 0	1.08	1
0.00210005     0.0528     0.0021     0.0523 1 0 0 0	1.1	1
0.00330001     0.0662     0.0033     0.0652 1 0 0 0	1.12	1
0.00490004     0.0928     0.0049      0.091 1 0 0 0	1.14	1
0.00690001     0.1064     0.0068     0.1034 1 0 0 0	1.16	1
0.00880003     0.0807     0.0086     0.0762 1 0 0 0	1.18	1
0.0104 0.0811 0.0101 0.0747 1 0 0 0	1.2	1
0.0123 0.1077 0.0118 0.0992 1 0 0 0	1.22	1
0.0146 0.1213 0.0139 0.1103 1 0 0 0	1.24	1
0.0172001     0.135    0.0162     0.121 1 0 0 0	1.26	1
0.0195 0.0963 0.0182 0.0789 1 0 0 0	1.28	1
0.0217 0.1229   0.02 0.1018 1 0 0 0	1.3	1
0.0243 0.1365 0.0221 0.1113 1 0 0 0	1.32	1
0.0269001    0.1239    0.0242    0.0942 1 0 0 0	1.34	1
0.0294001    0.1244     0.026    0.0897 1 0 0 0	1.36	1
0.0318 0.1117 0.0276 0.0718 1 0 0 0	1.38	1
0.0343 0.1383 0.0292 0.0928 1 0 0 0	1.4	1
0.0372 0.1519 0.0311 0.1004 1 0 0 0	1.42	1
  0.04 0.1262 0.0328 0.0684 1 0 0 0	1.44	1
0.0428 0.1528 0.0344 0.0884 1 0 0 0	1.46	1
 0.046 0.1663 0.0362  0.095 1 0 0 0	1.48	1
0.0491 0.1405 0.0378  0.062 1 0 0 0	1.5	1
 0.052 0.1539 0.0391 0.0679 1 0 0 0	1.52	1
0.0552 0.1673 0.0405 0.0735 1 0 0 0	1.54	1
0.0588 0.1939 0.0422  0.092 1 0 0 0	1.56	1
0.0627 0.1943  0.044  0.084 1 0 0 0	1.58	1
0.0665 0.1816 0.0455 0.0625 1 0 0 0	1.6	1
0.0704 0.2081 0.0469   0.08 1 0 0 0	1.62	1
0.0747 0.2216 0.0485 0.0841 1 0 0 0	1.64	1
0.0794 0.2482 0.0504  0.101 1 0 0 0	1.66	1
0.0841 0.2225 0.0521 0.0652 1 0 0 0	1.68	1
0.0887 0.2359 0.0534 0.0683 1 0 0 0	1.7	1
0.0937001    0.2624    0.0549    0.0842 1 0 0 0	1.72	1
0.0991 0.2759 0.0566 0.0868 1 0 0 0	1.74	1
0.1045 0.2632 0.0581 0.0628 1 0 0 0	1.76	1
0.1098 0.2635 0.0592 0.0516 1 0 0 0	1.78	1
0.1153   0.29 0.0604 0.0663 1 0 0 0	1.8	1
0.1211 0.2903 0.0616 0.0546 1 0 0 0	1.82	1
 0.127 0.3037 0.0627 0.0558 1 0 0 0	1.84	1
0.1331 0.3039 0.0637 0.0436 1 0 0 0	1.86	1
0.1393 0.3172 0.0646 0.0443 1 0 0 0	1.88	1
0.1458 0.3305 0.0655 0.0448 1 0 0 0	1.9	1
0.1525 0.3438 0.0664 0.0452 1 0 0 0	1.92	1
0.1596 0.3702 0.0674 0.0585 1 0 0 0	1.94	1
 0.167 0.3705 0.0684 0.0454 1 0 0 0	1.96	1
0.1745 0.3838 0.0693 0.0452 1 0 0 0	1.98	1
0.1824 0.4102 0.0703 0.0579 1 0 0 0	2	1
