State,  Time, Number_of _Trial
0 0 0 0 0 0 0 0	0	0
0.0001 0.0079 0.0001 0.0079 0 0 0 0	0.02	1
0.0002 0.0001 0.0002      0 0 0 0 0	0.04	1
0.0003  0.008 0.0003 0.0078 0 0 0 0	0.06	1
 0.0004  0.0002  0.0004 -0.0001 0 0 0 0	0.08	1
      0 -0.0391       0 -0.0395 0 0 0 0	0.1	1
-0.0005 -0.0157 -0.0006  -0.016 0 0 0 0	0.12	1
-0.0007 -0.0079 -0.0008 -0.0081 0 0 0 0	0.14	1
-0.0008 -0.0001 -0.0009 -0.0001 0 0 0 0	0.16	1
-0.0006  0.0235 -0.0007  0.0237 0 0 0 0	0.18	1
-0.0005 -0.0157 -0.0006 -0.0154 0 0 0 0	0.2	1
-0.0006  0.0078 -0.0007  0.0083 0 0 0 0	0.22	1
-0.0005       0 -0.0006  0.0006 0 0 0 0	0.24	1
-0.0001  0.0393 -0.0002    0.04 0 0 0 0	0.26	1
0.0005 0.0159 0.0004 0.0166 0 0 0 0	0.28	1
0.0007 0.0081 0.0007 0.0087 0 0 0 0	0.3	1
0.0008 0.0003 0.0008 0.0007 0 0 0 0	0.32	1
 0.0006 -0.0233  0.0006  -0.023 0 0 0 0	0.34	1
 0.0002 -0.0155  0.0002 -0.0153 0 0 0 0	0.36	1
0.0001  0.008 0.0001 0.0082 0 0 0 0	0.38	1
0.0002 0.0002 0.0002 0.0003 0 0 0 0	0.4	1
0.0003 0.0081 0.0003 0.0081 0 0 0 0	0.42	1
0.0004 0.0003 0.0004 0.0002 0 0 0 0	0.44	1
      0  -0.039       0 -0.0392 0 0 0 0	0.46	1
-0.0005 -0.0156 -0.0005 -0.0157 0 0 0 0	0.48	1
-0.0007 -0.0078 -0.0007 -0.0078 0 0 0 0	0.5	1
-0.0008       0 -0.0008  0.0002 0 0 0 0	0.52	1
-0.0006  0.0236 -0.0006  0.0239 0 0 0 0	0.54	1
-0.0005 -0.0156 -0.0005 -0.0152 0 0 0 0	0.56	1
-0.0006  0.0079 -0.0006  0.0084 0 0 0 0	0.58	1
-0.0005  0.0001 -0.0005  0.0007 0 0 0 0	0.6	1
-0.0004   0.008 -0.0004  0.0087 0 0 0 0	0.62	1
-0.0003  0.0002 -0.0003  0.0009 0 0 0 0	0.64	1
-0.0001  0.0238       0  0.0245 0 0 0 0	0.66	1
      0 -0.0154  0.0001 -0.0147 0 0 0 0	0.68	1
-0.0001  0.0081       0  0.0088 0 0 0 0	0.7	1
     0 0.0003 0.0001  0.001 0 0 0 0	0.72	1
-0.0002 -0.0233 -0.0001 -0.0226 0 0 0 0	0.74	1
-0.0006 -0.0155 -0.0005 -0.0148 0 0 0 0	0.76	1
-0.0007   0.008 -0.0006  0.0088 0 0 0 0	0.78	1
-0.0006  0.0002 -0.0005  0.0011 0 0 0 0	0.8	1
-0.0002  0.0395 -0.0001  0.0405 0 0 0 0	0.82	1
0.0004 0.0161 0.0005 0.0171 0 0 0 0	0.84	1
0.0006 0.0083 0.0008 0.0092 0 0 0 0	0.86	1
0.0007 0.0005 0.0009 0.0012 0 0 0 0	0.88	1
 0.0005 -0.0231  0.0007 -0.0226 0 0 0 0	0.9	1
 0.0001 -0.0153  0.0003 -0.0149 0 0 0 0	0.92	1
     0 0.0082 0.0002 0.0086 0 0 0 0	0.94	1
0.0001 0.0004 0.0003 0.0007 0 0 0 0	0.96	1
0.0002 0.0083 0.0004 0.0085 0 0 0 0	0.98	1
0.0003 0.0005 0.0005 0.0006 0 0 0 0	1	1
-0.000100017      -0.0388       0.0001      -0.0388 1 0 0 0	1.02	1
-0.00059998     -0.0154     -0.0004     -0.0154 1 0 0 0	1.04	1
-0.000699997       0.0081      -0.0005       0.0082 1 0 0 0	1.06	1
-0.000299931       0.0317      -0.0001       0.0319 1 0 0 0	1.08	1
0.00060004     0.0555     0.0008     0.0556 1 0 0 0	1.1	1
0.00190002     0.0794     0.0021     0.0792 1 0 0 0	1.12	1
0.00370002     0.1034     0.0039     0.1026 1 0 0 0	1.14	1
0.00600004     0.1275     0.0062     0.1257 1 0 0 0	1.16	1
0.00880003     0.1517     0.0089     0.1485 1 0 0 0	1.18	1
0.0121  0.176 0.0121 0.1708 1 0 0 0	1.2	1
0.0159 0.2005 0.0157 0.1925 1 0 0 0	1.22	1
0.0202 0.2251 0.0198 0.2136 1 0 0 0	1.24	1
0.0249 0.2498 0.0243 0.2339 1 0 0 0	1.26	1
0.0301 0.2746 0.0292 0.2534 1 0 0 0	1.28	1
0.0358 0.2995 0.0345  0.272 1 0 0 0	1.3	1
 0.042 0.3244 0.0401 0.2896 1 0 0 0	1.32	1
0.0487 0.3494 0.0461 0.3062 1 0 0 0	1.34	1
0.0559 0.3745 0.0524 0.3217 1 0 0 0	1.36	1
0.0636 0.3997  0.059  0.336 1 0 0 0	1.38	1
0.0717 0.4092 0.0657 0.3333 1 0 0 0	1.4	1
  0.08 0.4187 0.0723 0.3293 1 0 0 0	1.42	1
0.0885 0.4282 0.0788  0.324 1 0 0 0	1.44	1
0.0972 0.4377 0.0852 0.3174 1 0 0 0	1.46	1
0.1062 0.4629 0.0916 0.3252 1 0 0 0	1.48	1
0.1156 0.4724  0.098  0.316 1 0 0 0	1.5	1
0.1253 0.4975 0.1044 0.3213 1 0 0 0	1.52	1
0.1355 0.5227 0.1109 0.3253 1 0 0 0	1.54	1
0.1462 0.5479 0.1174 0.3281 1 0 0 0	1.56	1
0.1573 0.5574 0.1238 0.3139 1 0 0 0	1.58	1
