State,  Time, Number_of _Trial
0 0 0 0 0 0 0 0	0	0
     0 0.0042      0 0.0042 0 0 0 0	0.02	10
0.0001 0.0084 0.0001 0.0084 0 0 0 0	0.04	1
 0.0002 -0.0031  0.0002 -0.0031 0 0 0 0	0.06	1
 0.0001 -0.0068  0.0001 -0.0068 0 0 0 0	0.08	1
      0 -0.0026       0 -0.0026 0 0 0 0	0.1	1
0.0001 0.0095 0.0001 0.0095 0 0 0 0	0.12	1
0.0002 -0.002 0.0002 -0.002 0 0 0 0	0.14	1
 0.0001 -0.0057  0.0001 -0.0057 0 0 0 0	0.16	1
      0 -0.0015       0 -0.0015 0 0 0 0	0.18	1
0.0001 0.0106 0.0001 0.0106 0 0 0 0	0.2	1
 0.0002 -0.0009  0.0002 -0.0009 0 0 0 0	0.22	1
 0.0001 -0.0046  0.0001 -0.0046 0 0 0 0	0.24	1
      0 -0.0004       0 -0.0004 0 0 0 0	0.26	1
0.0001 0.0117 0.0001 0.0117 0 0 0 0	0.28	1
0.0003 0.0085 0.0003 0.0084 0 0 0 0	0.3	1
 0.0004 -0.0026  0.0004 -0.0028 0 0 0 0	0.32	1
 0.0003 -0.0059  0.0003 -0.0062 0 0 0 0	0.34	1
 0.0002 -0.0014  0.0002 -0.0017 0 0 0 0	0.36	1
 0.0001 -0.0047  0.0001  -0.005 0 0 0 0	0.38	1
 0.0001 -0.0001       0 -0.0005 0 0 0 0	0.4	1
 0.0001 -0.0034       0 -0.0038 0 0 0 0	0.42	1
0.0002  0.009      0 0.0086 0 0 0 0	0.44	1
 0.0003 -0.0021  0.0001 -0.0025 0 0 0 0	0.46	1
 0.0002 -0.0054       0 -0.0058 0 0 0 0	0.48	1
 0.0001 -0.0009 -0.0001 -0.0012 0 0 0 0	0.5	1
      0 -0.0042 -0.0002 -0.0045 0 0 0 0	0.52	1
      0  0.0062 -0.0002  0.0059 0 0 0 0	0.54	1
0.0002 0.0166      0 0.0164 0 0 0 0	0.56	1
0.0004 0.0035 0.0002 0.0033 0 0 0 0	0.58	1
 0.0004 -0.0018  0.0002 -0.0021 0 0 0 0	0.6	1
0.0004 0.0007 0.0002 0.0004 0 0 0 0	0.62	1
0.0004 0.0032 0.0002 0.0029 0 0 0 0	0.64	1
 0.0004 -0.0021  0.0002 -0.0025 0 0 0 0	0.66	1
0.0004 0.0004 0.0002      0 0 0 0 0	0.68	1
 0.0004 -0.0034  0.0002 -0.0039 0 0 0 0	0.7	1
0.0005 0.0085 0.0002 0.0079 0 0 0 0	0.72	1
 0.0006 -0.0032  0.0002 -0.0038 0 0 0 0	0.74	1
 0.0005 -0.0025  0.0001 -0.0031 0 0 0 0	0.76	1
 0.0005 -0.0018       0 -0.0024 0 0 0 0	0.78	1
 0.0003 -0.0168 -0.0002 -0.0174 0 0 0 0	0.8	1
 0.0001 -0.0004 -0.0004  -0.001 0 0 0 0	0.82	1
-0.0001 -0.0154 -0.0006 -0.0159 0 0 0 0	0.84	1
-0.0001  0.0108 -0.0007  0.0105 0 0 0 0	0.86	1
      0 -0.0022 -0.0006 -0.0023 0 0 0 0	0.88	1
 0.0001  0.0143 -0.0005  0.0143 0 0 0 0	0.9	1
 0.0004  0.0152 -0.0002  0.0152 0 0 0 0	0.92	1
0.0006 0.0003      0 0.0004 0 0 0 0	0.94	1
 0.0005 -0.0068 -0.0001 -0.0067 0 0 0 0	0.96	1
 0.0005  0.0018 -0.0001   0.002 0 0 0 0	0.98	1
 0.0005 -0.0053 -0.0001  -0.005 0 0 0 0	1	1
0.000599982      0.0112           0      0.0115 0.02    1    0    0	1.02	1
0.00109996     0.0351     0.0005     0.0353 0.04    1    0    0	1.04	1
0.00199994     0.0591     0.0014     0.0591 0.0599999         1         0         0	1.06	1
0.00339992     0.0832     0.0028     0.0828 0.0799999         1         0         0	1.08	1
0.0052999    0.1074    0.0047    0.1063 0.0999999         1         0         0	1.1	1
0.00769989     0.1317     0.0071     0.1295 0.12    1    0    0	1.12	1
0.0105999    0.1562    0.0099    0.1523 0.14    1    0    0	1.14	1
0.0139998    0.1808    0.0132    0.1746 0.16    1    0    0	1.16	1
0.0178998    0.2055    0.0169    0.1963 0.18    1    0    0	1.18	1
0.0222998    0.2303     0.021    0.2174 0.2   1   0   0	1.2	1
0.0271998     0.264    0.0256    0.2465 0.22    1    0    0	1.22	1
0.0327998    0.2978    0.0308    0.2748 0.24    1    0    0	1.24	1
0.0390998    0.3318    0.0366    0.3022 0.26    1    0    0	1.26	1
0.0460997    0.3659    0.0429    0.3285 0.28    1    0    0	1.28	1
0.0537997    0.4002    0.0497    0.3537 0.3   1   0   0	1.3	1
0.0620997    0.4346     0.057    0.3776 0.32    1    0    0	1.32	1
0.0710997    0.4691    0.0648    0.4001 0.34    1    0    0	1.34	1
0.0807997    0.4963    0.0729    0.4138 0.36    1    0    0	1.36	1
0.0909996    0.5236    0.0813     0.426 0.38    1    0    0	1.38	1
0.1017 0.5509 0.0899 0.4365 0.4   1   0   0	1.4	1
 0.113 0.5783 0.0987 0.4454 0.42    1    0    0	1.42	1
0.1248 0.6057 0.1077 0.4526 0.44    1    0    0	1.44	1
0.1372 0.6332 0.1168  0.458 0.46    1    0    0	1.46	1
0.1501 0.6607  0.126 0.4617 0.48    1    0    0	1.48	1
0.1636 0.6882 0.1353 0.4636 0.5   1   0   0	1.5	1
0.1779 0.7415 0.1448 0.4895 0.52    1    0    0	1.52	1
0.1933  0.795 0.1548 0.5136 0.539999        1        0        0	1.54	1
