State,  Time, Number_of _Trial
0 0 0 0 0 0 0 0	0	0
0 0 0 0 0 0 0 0	0.02	2
0 0 0 0 0 0 0 0	0.04	2
0 0 0 0 0 0 0 0	0.06	2
0 0 0 0 0 0 0 0	0.08	2
0 0 0 0 0 0 0 0	0.1	1
0 0 0 0 0 0 0 0	0.12	1
0 0 0 0 0 0 0 0	0.14	1
0 0 0 0 0 0 0 0	0.16	1
0 0 0 0 0 0 0 0	0.18	1
0 0 0 0 0 0 0 0	0.2	1
0 0 0 0 0 0 0 0	0.22	1
0 0 0 0 0 0 0 0	0.24	1
0 0 0 0 0 0 0 0	0.26	1
0 0 0 0 0 0 0 0	0.28	1
0 0 0 0 0 0 0 0	0.3	1
0 0 0 0 0 0 0 0	0.32	1
0 0 0 0 0 0 0 0	0.34	1
0 0 0 0 0 0 0 0	0.36	1
0 0 0 0 0 0 0 0	0.38	1
0 0 0 0 0 0 0 0	0.4	1
0 0 0 0 0 0 0 0	0.42	1
0 0 0 0 0 0 0 0	0.44	1
0 0 0 0 0 0 0 0	0.46	1
0 0 0 0 0 0 0 0	0.48	1
0 0 0 0 0 0 0 0	0.5	1
0 0 0 0 0 0 0 0	0.52	1
0 0 0 0 0 0 0 0	0.54	1
0 0 0 0 0 0 0 0	0.56	1
0 0 0 0 0 0 0 0	0.58	1
0 0 0 0 0 0 0 0	0.6	1
0 0 0 0 0 0 0 0	0.62	1
0 0 0 0 0 0 0 0	0.64	1
0 0 0 0 0 0 0 0	0.66	1
0 0 0 0 0 0 0 0	0.68	1
0 0 0 0 0 0 0 0	0.7	1
0 0 0 0 0 0 0 0	0.72	1
0 0 0 0 0 0 0 0	0.74	1
0 0 0 0 0 0 0 0	0.76	1
0 0 0 0 0 0 0 0	0.78	1
0 0 0 0 0 0 0 0	0.8	1
0 0 0 0 0 0 0 0	0.82	2
0 0 0 0 0 0 0 0	0.84	2
0 0 0 0 0 0 0 0	0.86	2
0 0 0 0 0 0 0 0	0.88	2
0 0 0 0 0 0 0 0	0.9	1
0 0 0 0 0 0 0 0	0.92	1
0 0 0 0 0 0 0 0	0.94	1
0 0 0 0 0 0 0 0	0.96	1
0 0 0 0 0 0 0 0	0.98	1
0 0 0 0 0 0 0 0	1	1
0 0 0 0 1 0 0 0	1.02	1
0.000100017      0.0131      0.0001      0.0131 1 0 0 0	1.04	1
0.000500023      0.0263      0.0005      0.0262 1 0 0 0	1.06	1
0.00120002     0.0395     0.0012     0.0393 1 0 0 0	1.08	1
0.00210005     0.0528     0.0021     0.0523 1 0 0 0	1.1	1
0.00330001     0.0662     0.0033     0.0652 1 0 0 0	1.12	1
0.00480002     0.0796     0.0047     0.0779 1 0 0 0	1.14	1
0.00650001     0.0931     0.0064     0.0903 1 0 0 0	1.16	1
0.00840002     0.0935     0.0082     0.0893 1 0 0 0	1.18	2
0.0103 0.0939   0.01  0.088 1 0 0 0	1.2	2
0.0122 0.0943 0.0117 0.0863 1 0 0 0	1.22	2
0.0141 0.0947 0.0134 0.0843 1 0 0 0	1.24	2
 0.016 0.0951 0.0151 0.0819 1 0 0 0	1.26	2
 0.018 0.1086 0.0168 0.0923 1 0 0 0	1.28	1
  0.02 0.0959 0.0185 0.0762 1 0 0 0	1.3	3
0.0219 0.0963   0.02 0.0728 1 0 0 0	1.32	2
 0.024 0.1098 0.0216 0.0822 1 0 0 0	1.34	1
0.0262 0.1102 0.0232 0.0782 1 0 0 0	1.36	2
0.0284 0.1106 0.0247 0.0739 1 0 0 0	1.38	2
0.0306  0.111 0.0261 0.0693 1 0 0 0	1.4	2
0.0327 0.0982 0.0273 0.0513 1 0 0 0	1.42	3
0.0347 0.0984 0.0283 0.0461 1 0 0 0	1.44	2
0.0367 0.0986 0.0292 0.0407 1 0 0 0	1.46	2
0.0387 0.0988   0.03 0.0351 1 0 0 0	1.48	2
0.0405 0.0858 0.0305 0.0162 1 0 0 0	1.5	3
0.0422 0.0859 0.0308 0.0103 1 0 0 0	1.52	2
 0.044  0.099 0.0311 0.0174 1 0 0 0	1.54	1
 0.0458   0.086  0.0313 -0.0018 1 0 0 0	1.56	3
 0.0474  0.0729  0.0311 -0.0211 1 0 0 0	1.58	3
  0.049  0.0859  0.0307 -0.0142 1 0 0 0	1.6	1
 0.0507  0.0858  0.0304 -0.0203 1 0 0 0	1.62	2
 0.0523  0.0726  0.0298 -0.0394 1 0 0 0	1.64	3
 0.0537  0.0724   0.029 -0.0454 1 0 0 0	1.66	2
  0.055   0.059  0.0279 -0.0643 1 0 0 0	1.68	3
0.0562 0.0587 0.0266  -0.07 1 0 0 0	1.7	2
 0.0574  0.0583  0.0251 -0.0754 1 0 0 0	1.72	2
 0.0584  0.0448  0.0234 -0.0937 1 0 0 0	1.74	3
 0.0593  0.0443  0.0215 -0.0986 1 0 0 0	1.76	2
 0.0602  0.0438  0.0195 -0.1031 1 0 0 0	1.78	2
 0.0611  0.0433  0.0174 -0.1072 1 0 0 0	1.8	2
  0.062  0.0428  0.0152 -0.1109 1 0 0 0	1.82	2
  0.063  0.0553  0.0131 -0.1011 1 0 0 0	1.84	1
  0.064  0.0417  0.0109 -0.1171 1 0 0 0	1.86	3
 0.0648  0.0411  0.0085 -0.1196 1 0 0 0	1.88	2
 0.0657  0.0536  0.0062 -0.1085 1 0 0 0	1.9	1
0.0668 0.0531  0.004  -0.11 1 0 0 0	1.92	2
 0.0679  0.0525  0.0018 -0.1111 1 0 0 0	1.94	2
 0.0688  0.0388 -0.0006 -0.1249 1 0 0 0	1.96	3
 0.0696  0.0382 -0.0031 -0.1252 1 0 0 0	1.98	2
